arxiv_id,published,year,title,summary,authors,primary_category,all_subjects,math_categories,url,pdf_url
2606.17955v1,2026-06-16,2026,An Average-Order Theorem for a Shifted Pairwise-Coprime Extremal Problem,"For $n\ge 2$, let $\mathcal{M}(n)$ be the supremum of $\sum_{a\in A}1/(n-a)$ over pairwise coprime sets $A\subset [1,n)$. Erdős asked whether $\mathcal{M}(n)\le \sum_{p<n}1/p+O(1)$ uniformly in $n$. We prove the quantitative average-order formula $$ \sum_{n\le N}\mathcal{M}(n) = e^{-γ}N\log\log N+O(N). $$ The lower bound comes from the self-rough construction $\{n-d:P^{-}(n-d)>d\}$, while the upper bound uses bounded-cost dual certificates and Buchstab--de Bruijn estimates for rough numbers. We also prove that $$ \mathcal{M}(n)=(e^{-γ}+o(1))\log\log n $$ for almost all $n$, with a quantitative exceptional-set bound, and hence Erdős's inequality holds for almost all $n$. The almost-all proof uses a long-interval two-dimensional beta-sieve estimate for two moving forbidden residue classes, together with an exact finite singular-series cancellation. Finally, we prove the pointwise bound $\mathcal{M}(n)\le (2+\varepsilon)\log\log n+O_{\varepsilon}(1)$, explain the linear-sieve barrier behind the constant $2$, and record structural certificates, conditional window-packing reductions, numerical examples, and CRT sharpness constructions.",Eric Li,math.NT,math.NT; math.CO,math.CO;math.NT,http://arxiv.org/abs/2606.17955v1,https://arxiv.org/pdf/2606.17955v1
2606.17990v1,2026-06-16,2026,Potential functions in information geometry via bi-forms,"In this paper we develop a general framework for potentials on Lauritzen manifolds, namely smooth manifolds equipped with a pseudo-Riemannian metric and a pair of conjugate affine connections that may have non-vanishing torsion. We show how the theory of bi-forms accommodates torsion-full statistical structures and unifies contrast and pre-contrast functions in a cohomological framework. Within this formalism, we construct a canonical contrast bi-form on dually curvature-free Lauritzen manifolds and establish its principal structural properties. Several illustrative examples are analysed.","Florio M. Ciaglia, Giuseppe Marmo, Marco Pacelli, Luca Schiavone, Alessandro Zampini",math.DG,math.DG,math.DG,http://arxiv.org/abs/2606.17990v1,https://arxiv.org/pdf/2606.17990v1
2606.17941v1,2026-06-16,2026,PepsiCo Deploys AI-Driven Pricing and Promotion Optimization at Scale,"Effective pricing and promotion planning constitutes a central pillar of strategic revenue management for firms operating in highly competitive and dynamic markets. These planning activities require the simultaneous consideration of demand elasticity, competitor actions, channel and market specific constraints, and financial objectives. As the dimensionality and interdependencies inherent in these problems increase, manual or traditional approaches become suboptimal and insufficient. In this context, Operations Research provides a robust methodological foundation for scalable, data-driven decision support systems that can optimize complex planning processes across large product and customer portfolios.   This paper presents two large-scale optimization systems developed and deployed at PepsiCo to support Revenue Growth Management initiatives: PromoAI and PricingAI. PromoAI couples machine learning-based promotional forecasts with a mixed-integer linear programming model to optimize promotional calendars across trade channels, searching millions of product-promotion-timing combinations for the one that maximizes PepsiCo and retailer revenues subject to customizable business constraints. PricingAI optimizes base prices across product portfolios over multi-period horizons, using Bayesian hierarchical models to estimate own- and cross-price elasticities and competitive interactions, then feeding these into a nonlinear programming engine that recommends price changes aligned with revenue and margin targets under operational constraints.   Together, these systems demonstrate the feasibility and scalability of advanced optimization in large-scale enterprise environments. They highlight the value of integrating statistical learning with mathematical programming to enable enterprise-level, automated decision-making that is both data-informed and aligned with strategic business objectives.","Aleix Llenas, Eduardo Salazar-Treviño, Francisco Leskovar, Francesc Pons-Llopis, Federico Todeschini, Deepika Gowda, David Bofill, Laxmi Anish, Michael Cleavinger",math.OC,math.OC,math.OC,http://arxiv.org/abs/2606.17941v1,https://arxiv.org/pdf/2606.17941v1
2606.17912v1,2026-06-16,2026,Asymptotics of the number of labelled connected sparse multitype graphs,"We study the asymptotic enumeration of labelled connected multitype graphs in the sparse regime, where both the number of vertices and edges grow linearly and the excess is proportional to the size of the graph. Extending the classical theory of connected graph enumeration to the multitype setting, we consider graphs with prescribed numbers of vertices of each type and prescribed edge counts between each pair of types. Our approach is probabilistic and relies on the theory of inhomogeneous random graphs. In particular, we exploit large-deviation principles and asymptotic estimates for connectedness probabilities to relate the counting problem to the emergence of giant components in suitably tuned supercritical random graphs. From large deviation asymptotics of connected components of inhomogeneous random graphs, we recognize that a connected graph with a given edge statistics corresponds to the (unique) giant component of larger inhomogeneous random graph with a suitably chosen connection kernel. This correspondence allows us to derive the leading exponential asymptotics for the number of connected multitype graphs with fixed type profile and edge matrix. The resulting formula generalizes the asymptotic enumeration results of Bender, Canfield, and McKay for connected sparse graphs to the multitype framework. More broadly, the paper illustrates how probabilistic techniques can provide transparent and effective tools for addressing new combinatorial enumeration problems.","Luisa Andreis, Mario Veshaj",math.CO,math.CO; math.PR,math.CO;math.PR,http://arxiv.org/abs/2606.17912v1,https://arxiv.org/pdf/2606.17912v1
2606.17934v1,2026-06-16,2026,Multigrid Preconditioning for FEEC using Mass-Lumping and Transforming Smoothers,"For PDEs naturally posed in the de Rham complex, structure-preserving mixed and saddle-point finite element discretizations typically produce indefinite linear systems. We propose a multigrid preconditioning framework that combines mass-lumped (explicitly invertible) FEEC mass matrices with transforming smoothers that map the operator to a block form with positive definite diagonal blocks, enabling Gauss-Seidel-type relaxation on the transformed system. Under mild h-uniform norm-equivalence assumptions (and for trivial topology), we prove stability of the mass-lumped systems, and by extension spectral equivalence between the mass-lumped and original FEEC operators, which motivates using multigrid cycles designed for the mass-lumped operators as preconditioners for the consistent FEEC systems. While our primary focus is on algorithmic design rather than formal convergence theory, extensive numerical experiments on the Hodge-Dirac operator, mixed Hodge-Laplacians, and a magnetostatics saddle-point system in 2D and 3D demonstrate the robustness of the approach.",Radovan Dabetić,math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.17934v1,https://arxiv.org/pdf/2606.17934v1
2606.17928v1,2026-06-16,2026,The iterated geometric Green's formula,"Fang, Lan, and Xiao established the geometric Green's formula as a categorical isomorphism for arbitrary semisimple complexes. In this short note, we generalize their work to multi-step compositions. Specifically, we establish the iterated geometric Green's formulas for the composition of an $(n-1)$-fold restriction and an induction, as well as its dual.","Chao Shen, Jie Xiao",math.RT,math.RT; math.RA,math.RA;math.RT,http://arxiv.org/abs/2606.17928v1,https://arxiv.org/pdf/2606.17928v1
2606.17911v1,2026-06-16,2026,Single-valued polylogarithms for higher genera,"We extend the construction of single-valued polylogarithms at genus one from arXiv:2511.15240 to once-punctured Riemann surfaces of higher genera. The resulting functions have a trivial monodromy representation with respect to the fundamental group, hence they descend to well-defined functions on the surface. Our construction of single-valued polylogarithms is based on Enriquez' connection and relates them to the polylogarithms from D'Hoker-Hidding-Schlotterer. Finally, we identify the Arakelov Green's function within our framework.","Konstantin Baune, Johannes Broedel, Yannis Moeckli",hep-th,hep-th; math-ph; math.AG; math.NT,math.AG;math.NT,http://arxiv.org/abs/2606.17911v1,https://arxiv.org/pdf/2606.17911v1
2606.17926v1,2026-06-16,2026,Square-Annular Dynamics and Coalescence Frontiers for $n+τ(n)$,"Let $T(n)=n+τ(n)$, where $τ$ is the divisor function. We study the Erdos-Graham coalescence problem by encoding finite-level obstructions in the divisor-successor graph and in square-annular transfer maps. Coalescence is equivalent both to connectedness of this graph and to synchronization along an infinite non-autonomous sequence of finite annular systems. The basic identities are \[   \operatorname{im}(\mathcal A_k)=E_{k+1},   \qquad   \mathcal F_{k^2}=k^2+E_k, \] where $E_k$ is the set of square-crossing overshoots from below $k^2$. We prove a transfer parity law, dynamic frontier bounds for the widths $W_{k,s}$, and the criterion that $\liminf_k|\mathcal A_k(E_k)|=1$ would imply connectedness. Unconditionally, \[   R(X)\le \log X+2γ+O(X^{-1/4}), \] and the exit sets are residue-universal, satisfy $|E_k|\le k^{o(1)}$, and obey \[   \frac94K+O(1)\le \sum_{k\le K}|E_k|\ll K(\log K)^3. \] Using the shifted-square estimate HST, obtained from the corrected Henriot--Nair--Tenenbaum theorem in the specialized form of Proposition 8.4 and from separate square-shift estimates, we obtain fixed-moment bounds \[   \sum_{k\le K}|E_k|^m\ll_m K(\log K)^{C_m}\quad(m\ge2). \] A further first-moment refinement to $K(\log K)^2$ is conditional on the additional, currently unproved, uniform quadratic Euler-product mean-value hypothesis HQE. We also prove quantitative large-jump and lower-runner race theorems, isolate interval filling, and formulate a square-gated two-branch criterion. No proof of the full Erdos-Graham problem is claimed.",Eric Li,math.NT,math.NT; math.DS,math.DS;math.NT,http://arxiv.org/abs/2606.17926v1,https://arxiv.org/pdf/2606.17926v1
2606.17922v1,2026-06-16,2026,On Injectivity of Phase Retrieval,"In this short note, we prove that if $A \in \mathbb C^{N \times M}$ with $N=4M-5$ has i.i.d.\ standard complex Gaussian entries, then the probability that the phase retrieval map generated by $A$ is not injective is positive. This proves Part (1) of a conjecture of Cynthia Vinzant, which was later restated by Afonso S. Bandeira in \cite{BDL+26}. The main result of this paper was obtained using generative AI, in particular the Rethlas system.",Zhangsong Li,math.FA,math.FA; cs.IT; math.PR,math.FA;math.PR,http://arxiv.org/abs/2606.17922v1,https://arxiv.org/pdf/2606.17922v1
2606.17918v1,2026-06-16,2026,Conforming Virtual Element Method for Biharmonic Poisson-Nernst-Planck Navier-Stokes systems,"We develop and analyze a conforming Virtual Element Method (VEM) for the fourth-order Poisson-Nernst-Planck-Navier-Stokes (PNP-NS) system. The proposed scheme is based on compatible discretizations of each component: an \(H^2\)-conforming VEM for a fourth-order electrostatic potential equation, an \(H^1\)-conforming VEM for the Nernst--Planck equations, and a \textit{divergence-free} and \textit{pressure-robust} VEM for the Navier--Stokes equations. Time integration is performed using a backward Euler scheme to ensure stability. We establish the well-posedness of the continuous problem up to three-dimensions and also establish existence and uniqueness of the fully discrete solution via a fixed-point argument. Further, we derive a priori error estimates showing that the electrostatic potential, concentration and velocity converge optimally in Bochner norms \(L^\infty\bigl(0,T; H^2(Ω)\bigr)\), \(L^2\bigl(0,T; H^1(Ω)\bigr)\), and \(L^2\bigl(0,T; \bm{H}^1(Ω)\bigr)\), respectively. The analysis requires a sophisticated argument to avoid any restrictive assumptions on the coercivity and continuity constants and to handle the trilinear form involving three different variables. The pressure-robust design permits the use of lowest-order pressure approximations without compromising convergence rates of the other variables, reducing computational cost. Numerical experiments confirm the theoretical convergence rates for various polynomial orders and demonstrate the scheme's robustness, including in low-viscosity regimes.","Ankur Ankur, Andrea Cangiani",math.NA,math.NA,math.NA,http://arxiv.org/abs/2606.17918v1,https://arxiv.org/pdf/2606.17918v1
2606.16832v1,2026-06-15,2026,KKM theorems and discrete geometry beyond matroids,"We introduce selection structures, a topological framework that extends the role played by color classes and matroids in discrete geometry and KKM theorems. Selection structures allow us to extend classic results to genuinely non-matroidal examples, including chessboard complexes and matching complexes.   We show that several matroidal versions of classic results can be generalized to selection structures. These include McGinnis' version of Komiya's KKMS theorem, Holmsen's version of Carathéodory's theorem, Kalai and Meshulam's version of Helly's theorem, and Sadovek's version of the Goodman--Pollack transversal theorem.",Pablo Soberón,math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.16832v1,https://arxiv.org/pdf/2606.16832v1
2606.16829v1,2026-06-15,2026,Higher cotangent cohomology for Stanley-Reisner rings,"Inspired by work of Altmann and Christophersen, we study the graded pieces of the cotangent cohomology $T^i_{S_{\mathcal{K}}}$, $i\geq 3$ of the Stanley-Reisner ring $S_{\mathcal{K}}$ associated to a simplicial complex $\mathcal{K}$. We prove a localization formula allowing one to reduce to the case of negative weights. Our results give a complete description of $T^3$ and $T^4$ in terms of the topology of $\mathcal{K}$ whenever $\mathcal{K}$ is a flag complex. As an application, we give a sufficient criterion for the vanishing of $T^3$ for simplicial spheres, classify two-spheres that have vanishing $T^3$, and show that the boundary complex of the dual associahedron has vanishing $T^3$. Our results make use of the arborescent resolutions considered by Hancharuk, Laurent-Gengoux, and Strobl. We give an alternative and self-contained treatment of these resolutions that may be of independent interest.","Nathan Ilten, Francesco Meazzini, Andrea Petracci",math.AG,math.AG; math.AC; math.CO,math.AC;math.AG;math.CO,http://arxiv.org/abs/2606.16829v1,https://arxiv.org/pdf/2606.16829v1
2606.16828v1,2026-06-15,2026,CRIM: A Natural Game on Integer Partitions,"We analyze Column-Row Impartial Merge (CRIM), an impartial combinatorial game played on integer partitions. A move in CRIM consists of removing an arbitrary row or column from the corresponding Young diagram, with the remaining parts reattaching to form a single partition. We define rectairs -- a common generalization of rectangles and staircases -- and characterize their $\mathcal{P}/\mathcal{N}$-status. We define the meld operation on partitions and show that the meld of losing rectairs is losing. We introduce Odds-Are-Even (OAE) and Evens-Are-Odd (EAO) partitions, proving that all OAE partitions are $\mathcal{P}$-positions and characterizing the losing positions within EAO partitions. We determine the $\mathcal{P}/\mathcal{N}$-status for staircases and for $2$- and $3$-part partitions. We evaluate CRIM and its restrictions to certain partition families within the Conway-Gurvich-Ho classification scheme, establishing that CRIM is neither returnable nor domestic. We conjecture that every losing partition has even rank.","Ina Bašić, Eric Gottlieb, Matjaž Krnc",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.16828v1,https://arxiv.org/pdf/2606.16828v1
2606.16820v1,2026-06-15,2026,Augmented Lagrangian Method for Mathematical Programs with Second-Order Cone Complementarity Constraints,"This paper investigates mathematical programs with second-order cone complementarity constraints (SOCMPCCs), which extend classical mathematical programs with complementarity constraints (MPCCs) by incorporating second-order cone structures. SOCMPCCs present significant theoretical and computational challenges, primarily due to the failure of standard constraint qualifications (such as Robinson's constraint qualification) at all feasible points. This difficulty hinders the direct application of classical nonlinear programming theories and algorithms. Motivated by the success of the augmented Lagrangian method (ALM) in solving MPCCs, we explore its extension to SOCMPCCs. The ALM, known for its matrix-free implementation and strong local convergence properties, is well suited for handling the intricate interplay between complementarity and second-order cone constraints. In this paper, we propose a tailored ALM algorithm framework for SOCMPCCs and establish its feasibility and convergence properties. We show that, under bounded ALM penalty parameters or bounded augmented Lagrangian functions, the generated sequence converges to feasible points of the SOCMPCC. Furthermore, under feasibility and additional SOCMPCC-nondegeneracy condition, we prove convergence to K-stationary points, which constitute a fundamental optimality condition for SOCMPCCs. Numerical experiments, including both illustrative examples and high-dimensional problems, are conducted to demonstrate the effectiveness and practical applicability of the proposed algorithm in addressing the challenges inherent in SOCMPCCs.","Yan-Chao Liang, Chen-Yuan Zhu, Sheng-Jie Zhang, Gui-Hua Lin, Xide Zhu",math.OC,math.OC,math.OC,http://arxiv.org/abs/2606.16820v1,https://arxiv.org/pdf/2606.16820v1
2606.17125v1,2026-06-15,2026,"Tipping the Balance: Allee Thresholds, Saddle-Node Bifurcations, and Optimal Sterile-Male Release Strategies for Anopheles Mosquitoes","We formulate and analyze a sex- and stage-structured model for Anopheles dynamics under the sterile insect technique (SIT), motivated by the need for tools robust to insecticide resistance and outdoor transmission. The model tracks aquatic stages, adult males, unmated females, and females mated with wild or sterile males; includes egg-laying capacity and larval competition; and uses a refractory period followed by density-dependent mate search. The resulting Holling type-II mating term generates a mate-finding Allee effect. After establishing well-posedness, we prove that this Allee effect makes the mosquito-free equilibrium locally stable for all admissible parameters and globally asymptotically stable when a quick-mate-search reproduction number $R_0^q$ is below one. When $R_0^q>1$, habitat capacity is large, and larval competition is weak, two positive equilibria arise through a saddle-node bifurcation: a stable natural equilibrium and an unstable Allee equilibrium separating persistence from extinction. For a reduced model, a Goh-Volterra Lyapunov functional estimates the persistence basin. We then show how constant and population-responsive sterile-male releases reshape this bistability. Sufficiently large releases annihilate the positive equilibria in a second saddle-node bifurcation, while a sufficiently large constant release drives local elimination from every admissible initial state. Thus SIT need only push the population across the Allee separatrix, after which mate-finding failure can complete extinction. In a free-horizon optimization framework with an Allee-threshold stopping rule, a hybrid release strategy reduces the sterile-male requirement by about $5\%$ relative to the best constant-only strategy and $39\%$ relative to the best population-responsive-only strategy. These results recast the Allee effect as a control lever for vector suppression.","Abba Gumel, C. Alex Safsten",q-bio.PE,q-bio.PE; math.DS; math.OC,math.DS;math.OC,http://arxiv.org/abs/2606.17125v1,https://arxiv.org/pdf/2606.17125v1
2606.16804v1,2026-06-15,2026,Some Remarks About Saturation of Ideals,"In this paper we observe when saturation of ideals in a local ring R commutes with extension along ring maps and initial ideals. We give a characterization in terms of Cohen Macaulayness for when this happens along the map from R to R modulo its nilradical. We give several examples and non examples where this happens, and we demonstrate an application of this condition to epsilon multiplicity. Additionally, we show that saturation commutes with extension along a flat injection of local rings if and only if the closed fiber of the injection is Artinian.","Souvik Dey, Stephen Landsittel",math.AC,math.AC,math.AC,http://arxiv.org/abs/2606.16804v1,https://arxiv.org/pdf/2606.16804v1
2606.16810v1,2026-06-15,2026,Simple derivations and isotropy on Danielewski-type algebras,"Let $\K$ be an algebraically closed field of characteristic zero. We study isotropy groups of simple derivations on Danielewski-type algebras \[ A_{c,q}=\K[x,y,z]/(c(x)z-q(x,y)). \] More precisely, motivated by the recent result of Mendes and Pan for simple derivations of $\K[x,y]$ (\cite[Theorem 1]{MP}), we ask whether every simple derivation $D$ of $A_{c,q}$ has trivial isotropy group.   We prove that this property holds generically: for each fixed pair of degrees $°(c)\geq2$ and $°_y(q)\geq2$, there exists a nonempty Zariski open subset of the parameter space of reduced pairs $(c,q)$ such that every simple derivation of $A_{c,q}$ has trivial isotropy group. On the other hand, we construct a special Danielewski-type algebra admitting a simple derivation with nontrivial isotropy. Thus, the Mendes-Pan phenomenon holds generically for Danielewski-type algebras, but fails in full generality. Over $\K=\mathbb C$, we also discuss the associated foliations and formulate questions about their polynomial and birational symmetries.",Rene Baltazar,math.RA,math.RA,math.RA,http://arxiv.org/abs/2606.16810v1,https://arxiv.org/pdf/2606.16810v1
2606.16791v1,2026-06-15,2026,Riviera model with egoistical settlers,"The Riviera model mimics a densifying settlement along the coastline. In the lattice version, houses are built sequentially in empty sites with the constraint that every newly built house has at least one empty neighboring site. The distribution of clusters of adjacent houses does not obey a closed set of evolutionary equations, but the void-cluster-void distribution does. We compute the latter and extract the cluster distribution from it. In the jammed state, when all voids have length one and the evolution ceases, the cluster distribution has a neat form and exhibits a factorial decay with the length of the cluster. To investigate finite systems, we employ a static approach directly treating jammed states. If the coastline is a finite segment, we determine the statistics of the number of empty sites in the jammed state (the average, variance, and higher cumulants). We also study a continuum version in which houses are built along the line so that each newly built house is sufficiently separated from at least one neighboring house.",P. L. Krapivsky,cond-mat.stat-mech,cond-mat.stat-mech; math.PR,math.PR,http://arxiv.org/abs/2606.16791v1,https://arxiv.org/pdf/2606.16791v1
2606.16800v1,2026-06-15,2026,The maximum number of cycles of a given length in a nonhamiltonian graph,"In 2026, Li and Zhan characterized the nonhamiltonian graphs of order $n$ with the maximum number of paths of length $k$, where $n$ and $k$ are integers satisfying $1\leq k\leq n-1$. This work solves and generalizes a problem proposed by Erdős in 1980. In this paper, we further determine the nonhamiltonian graphs of order $n$ attaining the maximum number of cycles of length $k$ for given integers $n$ and $k$ with $3\leq k\leq n-1$.","Jifu Lin, Xiaolin Wang, Lihua You",math.CO,math.CO,math.CO,http://arxiv.org/abs/2606.16800v1,https://arxiv.org/pdf/2606.16800v1
2606.16798v1,2026-06-15,2026,A Counterexample to the Necessity of the Vanishing Carleson Condition for VMO Poisson Kernels,"In [Problem 3.2.23, CBMS Regional Conference Series in Mathematics 83, 1994], Kenig asked whether the vanishing Carleson condition is the necessary and sufficient for the logarithm of the Poisson kernel of a perturbation of the Laplacian on the unit ball in $\mathbb{R}^n$ belonging to the space VMO. The sufficiency was proved by Escauriaza [Israel J. Math. 1996] and extended by Milakis, Pipher, and Toro [Contemp. Math. 2014] to more general setting. In this article, using the technique of bi-Lipschitz mappings, we construct a counterexample to show that the vanishing Carleson condition is not necessary and hence give a negative answer to the aforementioned problem.","Xiaosheng Lin, Dachun Yang, Sibei Yang, Wen Yuan, Yangyang Zhang",math.AP,math.AP; math.CA; math.FA,math.AP;math.CA;math.FA,http://arxiv.org/abs/2606.16798v1,https://arxiv.org/pdf/2606.16798v1
2606.16793v1,2026-06-15,2026,Decay estimates for beam equations with potentials in dimension two,"This paper establishes time decay estimates for the following two-dimensional beam (plate) equation with a decaying real-valued potential $V$: \begin{equation*} \partial_t^2 u + (Δ^2 + V) u = 0, \qquad u(0,x)=f(x),\quad \partial_t u(0,x)=g(x). \end{equation*} When zero is a regular point or a first-kind resonance of $H=Δ^2+V$, we first prove sharp $L^1\to L^\infty$ estimates for the solution operators: \begin{align*} \left\|\cos(t\sqrt{H})P_{\mathrm{ac}}(H)\right\|_{L^1\to L^\infty} + \left\|\frac{\sin(t\sqrt{H})}{t\sqrt{H}}P_{\mathrm{ac}}(H)\right\|_{L^1\to L^\infty} \lesssim \frac{1}{|t|}, \end{align*} and obtain an enhanced decay $(|t|\log|t|)^{-1}$ in logarithmically weighted spaces $L^1_ω\to L^\infty_{-ω}$ with $ω(x)=\log(2+|x|)$.   For second-kind resonances of $H$ (the bi-Laplacian $Δ^2$ belongs to this class), a non-zero trace moment $\langle |x|^2V,φ\rangle\neq0$ for some second-kind resonance function $φ$ induces severe threshold singularities, worsening the $L^1\to L^\infty$ estimate to $|t|^{-1}(\log|t|)^2$.   Finally, for third-kind resonances or a zero eigenvalue, we prove that the presence of $d$-wave resonance leads to the worst $L^1\to L^\infty$ decay rate $\sim(\log|t|)^{-1}$. Several improved estimates are also obtained without a $d$-wave resonance. In particular, in the pure eigenvalue case (i.e., neither $d$-wave nor $p$-wave resonance), both propagators recover the optimal unweighted $L^1\to L^\infty$ estimate $|t|^{-1}.$","Shuangshuang Chen, Han Cheng, Zijun Wan, Xiaohua Yao",math.AP,math.AP,math.AP,http://arxiv.org/abs/2606.16793v1,https://arxiv.org/pdf/2606.16793v1
2606.16850v1,2026-06-15,2026,"PF-DIC: Phase field digital image correlation for integrated full-field displacement, strain, and damage measurements","This work presents a novel digital image correlation (DIC) framework for full-field measurements of displacement, strain, and damage, based on a phase field (PF) approach. The idea is to take advantage of the ability of the PF method to track complex crack morphologies and to provide a natural way in DIC to perform damage and crack measurements from experimental speckle images, in addition to displacement and strain fields. Moreover, incorporating the damage variable into DIC can improve the displacement accuracy near the crack tip, and can avoid the need of user-defined masks when dealing with cracked samples, which is advantageous when cracks become complex and the manual application of masks becomes challenging. The theoretical formulation of the proposed framework, namely PF-DIC, was presented in detail in the paper, along with a finite element implementation. Numerical examples have demonstrated the capability of the proposed PF-DIC in terms of capturing different types of cracks while improving the measurement accuracy of displacement fields. Additionally, it is shown that the PF-DIC can be easily adapted to selectively identify critical cracks under specific loading conditions or mechanisms for damage assessment and diagnostic purposes. The proposed DIC framework offers a powerful and automatic damage measurement technique and paves the way for the unification of PF simulations and experimental measurements of fracture and opens numerous opportunities in science and engineering, e.g., materials defect characterization and structural health monitoring.","Dingxiang Zhu, Ye Lu",math.NA,math.NA; cond-mat.mtrl-sci; physics.optics,math.NA,http://arxiv.org/abs/2606.16850v1,https://arxiv.org/pdf/2606.16850v1
2606.16792v1,2026-06-15,2026,Novel insights into Pareto fronts in multiobjective topology optimization and a comparative study of scalarization strategies,"Topology optimization produces optimized structures by minimizing an objective function under a set of constraints. While considerable research has focused on improving and extending such single-objective formulations, design is usually a trade-off between conflicting criteria. This brings topology optimization into the realm of multiobjective optimization. Unfortunately, cross-fertilization has been limited despite the long coexistence of these two fields. This work aims to bridge this gap through three contributions. The first is a theoretical comparison of two common scalarization techniques, the weighted-sum and $\varepsilon$-constraint method, to the more advanced Pascoletti-Serafini scalarization. The second contribution is a novel insight: the Pareto frontier in topology optimization contexts consists of pieces belonging to local fronts. This can cause disconnected and nonconvex fronts, in contrast to what is often seen in the literature. Finally, the third contribution is a numerical comparison of the scalarization methods, highlighting more uniform approximations obtained with the Pascoletti-Serafini scalarization and clustering observed for the weighted-sum scalarization. The paper contains a large number of bi-objective examples, including minimization of volume, compliance, maximum stress and dynamic compliance.","Tom De Weer, Ole Sigmund, Gabriele Eichfelder",math.OC,math.OC,math.OC,http://arxiv.org/abs/2606.16792v1,https://arxiv.org/pdf/2606.16792v1
2606.16834v1,2026-06-15,2026,Deformation theory of complex structures via Hamilton-Nash-Moser theory,We revisit the classical proof by Kuranishi on the existence of a locally complete family of complex deformations on a compact complex manifold using Hamilton's Nash-Moser implicit function theorem. This is relevant to existing and future extensions of this theorem to generalized complex structures on Courant algebroids.,"Vicente Cortés, Paula Naomi Pilatus",math.DG,math.DG,math.DG,http://arxiv.org/abs/2606.16834v1,https://arxiv.org/pdf/2606.16834v1
2606.16885v1,2026-06-15,2026,The Winner Takes It All,"The winner-takes-all (WTA) process takes place on an arbitrary graph. There is an agent on each vertex of the graph, and active agents at neighboring vertices play games. In each game, a randomly chosen agent wins, while the loser is eliminated from subsequent games. The games are played at random times; each game finishes instantaneously, and the games cease when each active agent has only losers among its neighbors. On the one-dimensional lattice, the fraction of winners in the final state is $e^{-1}$, and we also determine the fractions $w_j$ of winners who won $j=0, 1, 2$ games. For the WTA process on a segment, we determine statistics of the total number of winners (the average, the variance, and all higher cumulants), the probabilities of reaching the final state with the minimum or maximum number of winners, and establish the behavior near the boundaries. For infinite regular trees with vertices of degree $d$, i.e., Bethe lattices with coordination number $d$, the fraction of winners is $(2/d)^{d/(d-2)}$.",P. L. Krapivsky,physics.soc-ph,physics.soc-ph; math-ph; math.PR,math.PR,http://arxiv.org/abs/2606.16885v1,https://arxiv.org/pdf/2606.16885v1
2606.16857v1,2026-06-15,2026,Flux Quantization on 10D Type IIA Superspace via Cyclification from 11D,"We produce the dimensional reduction to 10D IIA supergravity (SuGra), via cyclification, of the remarkable result that full 11D SuGra is put on shell just by imposing the duality-symmetric Bianchi identities on C-field super-flux densities over supertorsion-free superspace.   Generally, we highlight that when duality-symmetric superspace Bianchi identities are characterized by Whitehead bracket $L_\infty$-algebras $\mathfrak{l}\mathcal{A}$ of a classifying space $\mathcal{A}$, their dimensional reduction is characterized by the cyclic loop space $\mathrm{Cyc}(\mathcal{A})$. We promote this to a general mechanism of dimensional reduction on super-spacetime, compatible with the global (infrared) completion of supergravity theories by flux quantization in non-abelian cohomology with coefficients in $\mathcal{A}$ and $\mathrm{Cyc}(\mathcal{A})$, respectively.   In the case of 11D SuGra, the characteristic $L_\infty$-algebra is $\mathfrak{l}S^4$ and hence we obtain that full on-shell 10D IIA SuGra is equivalent to $\mathfrak{l}\mathrm{Cyc}(S^4)$-Bianchi imposed identities on NS/RR super-flux densities over supertorsion-free 10D super-spacetime. This implies that any space which is $\mathbb{R}$-rationally equivalent to $\mathrm{Cyc}(S^4)$ classifies an admissible flux quantization law, which provides a global completion of 10D IIA SuGra that admits oxidation to 11D.","Grigorios Giotopoulos, Hisham Sati",hep-th,hep-th; gr-qc; math-ph; math.DG,math.DG,http://arxiv.org/abs/2606.16857v1,https://arxiv.org/pdf/2606.16857v1
2606.16858v1,2026-06-15,2026,Footnote to a theorem of Phagan on actions of a cyclic group,"We provide a simplified proof of a recent theorem of Phagan (arXiv:2509.14083) relating the number of orbits of a given length of an action $G \curvearrowright S$ of a cyclic group with the number of orbits of the induced action $H \curvearrowright S$ of a subgroup $H \subseteq G$. This combinatorial fact has applications to notions of arithmetic similarity of number fields, as investigated by Phagan (op. cit.).",Anurag Sahay,math.NT,math.NT; math.GR,math.GR;math.NT,http://arxiv.org/abs/2606.16858v1,https://arxiv.org/pdf/2606.16858v1
2606.16862v1,2026-06-15,2026,Quantum uniformity norms are pullbacks of matrix-valued uniformity norms,"We show that the quantum uniformity norms recently introduced by Bu, Gu, and Jaffe are the pullbacks, under the Weyl orbit embedding, of the matrix-valued uniformity norms of Gowers and Hatami. This identification yields the Gowers-Cauchy-Schwarz inequality and the triangle inequality for the quantum uniformity norms, answering a question of Bu, Gu, and Jaffe. In the extremal regime, it describes the Clifford levels of Gottesman and Chuang in terms of certain unitary-valued Leibman polynomial maps on finite vector spaces.",Asgar Jamneshan,math.GR,math.GR; cs.IT; math-ph,math.GR,http://arxiv.org/abs/2606.16862v1,https://arxiv.org/pdf/2606.16862v1
