arxiv_id,published,year,title,summary,authors,primary_category,all_subjects,math_categories,url,pdf_url,passes_filter,category,confidence,reason,classification_date,classification_method
2607.29311v1,2026-07-31,2026,Bounds on the second Hilbert coefficient and the depth of the associated graded ring,"Let $(R, \mathfrak m)$ be a Noetherian local ring of dimension $d \geq 1$ with $\mathrm{depth} R \geq d-1,$ and let $I$ be an $\mathfrak m$-primary ideal. In this paper, we study bounds on the second Hilbert coefficient of $I$, denoted by $e_{2}(I)$. Under the assumption that the associated graded ring $G(I)$ has depth at least $d-1,$ we first establish a lower bound for $e_{2}(I).$ We then extend several known results from the Cohen-Macaulay case to this general setting and obtain upper bounds for $e_{2}(I)$ in terms of the sectional genus denoted by $\mathrm{g}_{s}(I)$ and the Hilbert coefficients of $I$ and those of a minimal reduction $Q$ of $I$. We further analyze the extremal case when $e_{2}(I)$ attains this bound and relate it to the depth of $G(I)$. In addition, for Buchsbaum local rings, we establish a sharp upper bound for $e_{2}(\mathfrak m)$ using the technique of $S_{2}$-fication. Finally, in the Cohen-Macaulay case, we give sufficient conditions to ensure good properties on the depth of $G(I)$ and of $G(I^n)$ under the assumption that $e_{2}(I)=0$.","Clare D'Cruz, Mousumi Mandal, Shruti Priya",math.AC,math.AC,math.AC,http://arxiv.org/abs/2607.29311v1,https://arxiv.org/pdf/2607.29311v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29318v1,2026-07-31,2026,Sharp Lifespan Dichotomies and Threshold Phenomena for Semilinear Heat Equations Driven by the Logarithmic Laplacian,"We study nonnegative mild solutions of \[ \partial_tu+(-Δ)^{\ln}u=f(u) \qquad \text{in }(0,T)\times\mathbb R^N, \] with initial datum \(u(0,\cdot)=μu_0\), \(μ>0\). Unlike the classical and fractional heat kernels, the positive logarithmic heat kernel exists only for \(0<t<N/2\). The associated linear evolution may become singular at its terminal time, and both its maximal lifespan and terminal growth depend on the spatial decay of \(u_0\).   The behavior of \(f\) near zero determines local solvability: if $\int_{0^+}\frac{dσ}{f(σ)}<\infty,$ then no finite nonnegative solution exists on any positive time interval. Under \((\mathcal U_α)\) and \((\mathcal F)\), we develop a well-posedness theory adapted to the nonintegrable logarithmic heat kernel. We also prove two complementary lifespan criteria: globally at most linear growth of \(f\) yields the full linear lifespan, whereas $\int_{s_*}^{\infty}\frac{dσ}{f(σ)}<\infty$ implies that the maximal existence time tends to zero as \(μ\to\infty\).   We then establish lifespan dichotomies in the slow-decay, fast-decay, and critical-tail regimes. In the noncritical regimes, the weighted Osgood tail condition forces premature blow-up, while its failure, under \((\mathcal F_\infty)\), yields an amplitude threshold. For critical-tail data, an analogous dichotomy holds with the square-root weighted Osgood condition, and the dividing power becomes \(3/2\). Finally, we derive terminal-time estimates and sharp blow-up rates for power nonlinearities.","Huyuan Chen, Rui Chen, Daniel Hauer, Jun Wang",math.AP,math.AP,math.AP,http://arxiv.org/abs/2607.29318v1,https://arxiv.org/pdf/2607.29318v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29103v1,2026-07-31,2026,A topological proof that compact Hausdorff spaces are not finitely co-concrete,"Lieberman, Rosický, and Vasey proved that $\mathbf{CompHaus}^{\mathrm{op}}$ - the opposite of the category of compact Hausdorff spaces - is not finitely concrete by a route through Hilbert and Banach spaces, commutative unital $C^*$-algebras, and Gelfand duality. We give a short topological proof. Moreover, we strengthen the result by identifying a specific sequential colimit in $\mathbf{CompHaus}^{\mathrm{op}}$ that no faithful set-valued functor preserves.",Marco Abbadini,math.CT,math.CT; math.GN,math.CT;math.GN,http://arxiv.org/abs/2607.29103v1,https://arxiv.org/pdf/2607.29103v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29323v1,2026-07-31,2026,Observability inequality for the wave equation,"In this paper, only Carleman estimates are used, without energy estimates, we derive observability inequality. The main tool consists in the use of a new Carleman estimate.",Suliang Si,math.AP,math.AP,math.AP,http://arxiv.org/abs/2607.29323v1,https://arxiv.org/pdf/2607.29323v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29366v1,2026-07-31,2026,Definability from Factorised Symmetry in Ultrapowers,"A recent theorem of Madarasz characterises the parameter-free concepts of a finitely field-definable coordinate geometry by invariance under its affine automorphisms. This paper isolates the affine-geometric ingredient in that proof and extends the argument to include additional finite-relational coordinate geometries. The new hypothesis is ""semilinear faithfulness"": in every ultrapower, each automorphism of the induced geometry factors as an affine automorphism of the geometry followed by the componentwise action of an automorphism of the expanded base structure. Under this hypothesis, every parameter-free ambient-definable relation is a concept of the geometry exactly when it is preserved by the affine automorphism group. A corresponding dual inclusion theorem is obtained for concept sets. The framework recovers the original finitely field-definable theorem and applies beyond pure-field definability, including a named-scalar geometry and a frame-expanded geometry over an exponential field. A final section records the analogous factorisation principle for uniformly coded symmetry groups in arbitrary, including non-geometric, one-sorted structures.",Mike Stannett,math.LO,math.LO,math.LO,http://arxiv.org/abs/2607.29366v1,https://arxiv.org/pdf/2607.29366v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29020v1,2026-07-31,2026,Entropic Symmetrization Resistance,"An asymmetric random variable $X$ in the reals is said to be variance symmetrization resistant if every independent random variable $Y$ in the reals that produces a symmetric sum $X+Y$ has a greater variance than that of $X$. Asymmetric Bernoulli random variables were shown to be variance symmetrization resistant by Kagan, Mallows, Shepp, Vanderbei, and Vardi (1999); Pal (2008) gave a proof using stochastic calculus. We introduce the notion of entropic symmetrization resistance on locally compact groups-- this means that the entropy of any independent symmetrizer $Y$ must exceed that of $X$. We show that asymmetric Bernoulli random variables exhibit entropic symmetrization resistance, and show a multidimensional generalization. We also explore basic aspects of the entropic symmetrization resistance problem in compact groups. In particular, we show that any distribution on a finite group that is entropic symmetrization resistant must lie on the boundary of the probability simplex, and describe precisely the class of all entropic symmetrization resistant distributions on $\mathbb{Z}_3$ and $\mathbb{Z}_4$.","Mokshay Madiman, Emma Pollard",math.PR,math.PR; cs.IT,math.PR,http://arxiv.org/abs/2607.29020v1,https://arxiv.org/pdf/2607.29020v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.29255v1,2026-07-31,2026,About two results for new valid juggling sequences,"In this note, we study two simple operations for extending juggling (siteswap) sequences, called first throws and last catches. Both constructions come from a natural question for a juggler: how can one add throws at the beginning or catches at the end of a pattern without creating a collision? Using landing times and the permutation test, we give necessary and sufficient conditions under which these constructions, when applied to an arbitrary valid siteswap, produce another valid siteswap. We complement our analysis with several examples. An interactive visualization of these extensions is available in [Para].",Hugo Parada,cs.DM,cs.DM; math.CO,math.CO,http://arxiv.org/abs/2607.29255v1,https://arxiv.org/pdf/2607.29255v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28598v1,2026-07-30,2026,Explicit Matrices over $\mathbb Z_2$ with CNOT and Row Complexity $4n-\mathrm{o}(n)$ and Local Logic Gates,"In this article, we present an explicit family of invertible $n\times n$ matrices over $\mathbb Z_2$ whose CNOT and row complexity is at least $4n-\text{o}(n)$; equivalently, reducing these matrices to the identity requires at least $4n-\text{o}(n)$ elementary row operations. Moreover, the same complexity lower bound holds in the stronger computational model where the CNOT gates are replaced by arbitrary local linear logic gates, namely arbitrary invertible linear transformations acting on pairs of coordinates.   Let $G_n$ denote the permutation group generated by local logic gates acting on the set of binary strings of length $n$. We prove that $G_n$ is naturally isomorphic to the group of all invertible affine transformations of the vector space $\mathbb Z_2^n$, thus reducing the problem of estimating the quantum complexity of permutations in $G_n$ to the row reduction complexity of invertible matrices over $\mathbb Z_2$. As an application, we show that the permutations associated with our explicit matrices have quantum complexity at least $4n-\text{o}(n)$.","Sherry Gong, Andrew Yu",quant-ph,quant-ph; math.CO,math.CO,http://arxiv.org/abs/2607.28598v1,https://arxiv.org/pdf/2607.28598v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28865v1,2026-07-30,2026,First-Passage Percolation on Spread-out line graphs: Microscopic Regime,"We study first-passage percolation on the $\ell$-spread-out line graph, where each vertex $i\in\{0,1,\dots,n\}$ is connected to all others at distance at most $\ell$. Here, we focus on the microscopic regime, with $\ell$ fixed as $n\to\infty$. Independent nonnegative weights are assigned to these edges. We obtain a law of large numbers and precise fluctuation results for the passage time $T_n$ from $0$ to $n$. If the weight distribution has finite variance or a heavy tail with exponent above $2/\ell_c$ where $\ell_c=\ell(\ell+1)/2$, then $T_n$ satisfies a Gaussian CLT with $\sqrt{n}$ scaling. In contrast, for heavier-tailed distributions, with index below the threshold, we show that $T_n$, appropriately centered and scaled, converges to a non-Gaussian stable law. We also prove an LLN and CLT for the number of edges in the minimizing path. The key tool is a pivot-node decomposition; the geodesic can be segmented into i.i.d. blocks, leading to a renewal structure. Our results extend the classical one-dimensional CLT to include finite-range connectivity and heavy tails, revealing a new distributional phase transition in the fluctuations of $T_n$.","Partha S. Dey, Daecheol Kim",math.PR,math.PR,math.PR,http://arxiv.org/abs/2607.28865v1,https://arxiv.org/pdf/2607.28865v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28508v1,2026-07-30,2026,Second Eigenvalue Estimates and Spectral Rigidity for Submanifolds of Compact Rank-One Symmetric Spaces,"In this paper, we establish upper bounds for the second eigenvalue of the Schrödinger operator $L=Δ+|σ|^2+k$ on $k$-dimensional closed submanifolds of the compact projective spaces $\mathbb F P^m$, where $\mathbb F\in\{\mathbb R,\mathbb C,\mathbb H\}$, as well as the Cayley projective plane. The estimates are obtained by combining the standard spherical embeddings of these spaces with a conformal test-function argument. In the complex, quaternionic, and Cayley cases, the resulting bounds involve correction terms that record the position of the tangent spaces of the submanifold relative to the corresponding geometric structures. We also derive universal estimates depending only on the dimension of the submanifold and the underlying division algebra. We show that equality in the sharp estimates forces the submanifold to be totally umbilical. Finally, using known classifications of totally umbilical submanifolds, we compute the second eigenvalue for the standard real, complex, quaternionic, and Cayley models and identify the totally geodesic examples that attain the sharp upper bounds.","Márcio Batista, Abraão Mendes",math.DG,math.DG,math.DG,http://arxiv.org/abs/2607.28508v1,https://arxiv.org/pdf/2607.28508v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28515v1,2026-07-30,2026,Shallow water models for the dynamics of oscillating water columns,"We investigate the dynamics of an oscillating water column, which is a wave energy converter where water waves interact with a fixed partially immersed structure and an air chamber. Considering the shallow water regime, the fluid motion is governed by either the one-dimensional nonlinear shallow water equations or the Boussinesq-Abbott equations, while the air pressure variation in the chamber acts as a spring force on the fluid. The presence of the structure and the air chamber introduces constraints into the fluid equations. Assuming conservation of the total fluid-elastic energy in the absence of structural damping, we reformulate the constrained equations as transmission problems between the open water and the chamber and show their local well-posedness. We also consider a different modeling approach in which the upper part of the fluid in the chamber is treated as a rigid layer (water column) free to move vertically above the lower fluid. For this configuration, we reformulate the dynamics as wave-spring-mass systems, where the motion of the water column is driven by the shallow water waves outside the chamber. We establish their local well-posedness and show that the effective buoyancy period of the water column motion is determined by the competition between the added mass and the stiffness of the spring force.",Edoardo Bocchi,math.AP,math.AP,math.AP,http://arxiv.org/abs/2607.28515v1,https://arxiv.org/pdf/2607.28515v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28540v1,2026-07-30,2026,"Algebraic coherators, controlled theories, and Grothendieck realizations","We introduce a construction of algebraic coherators for Grothendieck $\infty$-groupoids using the algebraic small object argument, replacing previous approaches we have used based on distributive series of monads with a more direct method for freely adjoining coherence data. Given a controlled theory, we define unreduced and reduced Grothendieck realizations, producing $\infty$-Lawvere theories and extending this construction functorially to connected diagrams of controlled theories. We apply this framework to construct globular models for monoidal $\infty$-groupoids, symmetric monoidal $\infty$-groupoids, coherent $\infty$-groups, and Picard $\infty$-groupoids. We define canonical semi-model structures on categories of models over $\infty$-Lawvere theories and formulate a generalized pushout conjecture that implies the existence of these semi-model structures and the Homotopy Hypothesis for Grothendieck $\infty$-groupoids.",Johnathon Taylor,math.CT,math.CT,math.CT,http://arxiv.org/abs/2607.28540v1,https://arxiv.org/pdf/2607.28540v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28711v1,2026-07-30,2026,The complete set of noble polyhedra,"We provide a complete enumeration of the finite polyhedra that are noble, that is, polyhedra that are vertex transitive and facet transitive, through a computer-assisted proof which relates the possible existence of noble polyhedra to the roots of certain univariate or bivariate cubic polynomials. This is done through a parametrization of the orbits of point groups in $\mathbb{R}^3$, which naturally leads to a notion of criticality for certain orbits of a given point group, and a related equivalence relation $\equiv_c$ on the set of orbits. We show that within a given equivalence class of orbits under this relation, noble facetings are equivalent, and furthermore that there are a finite number of such equivalence classes. This gives a finite number of test cases, which may be tested through computer search. In total, we find that there are exactly 146 noble polyhedra in addition to the previously known infinite sets of stephanoids (crown polyhedra) and disphenoids.",Connor Hill,math.CO,math.CO; math.MG,math.CO;math.MG,http://arxiv.org/abs/2607.28711v1,https://arxiv.org/pdf/2607.28711v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28584v1,2026-07-30,2026,Set-theoretic universes and paradoxes in 2-topoi,"This paper continues the development of (elementary) 2-topos theory, a foundational theory based on an axiomatization of the 2-category of categories. We prove that any 2-topos contains a model of intuitionistic ZF set theory, and we use this to show that, if appropriate size restraints are not imposed, then a Burali-Forti type paradox can be deduced from the 2-topos axioms. The set-theoretic universe is produced as a special case of a general construction giving an internal category of models in a 2-topos of an arbitrary finite higher-order theory, which in turn is carried out using a notion of ""topos sketch"". As a byproduct of our construction, we also make contact with the subject of ""algebraic set theory"", introducing a novel approach to the construction of set-theoretic universes from a ""category of classes"".",Joseph Helfer,math.CT,math.CT; math.LO,math.CT;math.LO,http://arxiv.org/abs/2607.28584v1,https://arxiv.org/pdf/2607.28584v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28511v1,2026-07-30,2026,Beyond Hand-Derived Inequalities: Decision Diagrams for Cut Generation in Binary Polynomial Optimization,"We study cutting-plane generation for binary polynomial optimization (BPO), whose feasible region is the multilinear set of a hypergraph. Strong inequalities for this set---such as two-links, flowers, and odd $β$-cycles---are classically hand-derived for fixed support patterns. Instead, we propose a decision-diagram (DD) approach: for any chosen support, it separates a facet-defining cut in the local multilinear polytope and lifts it back to the original problem. We utilize a novel compact DD encoding based on a recursive formulation that represents only the vertex variables and implicitly encodes the hyperedge variables inside the state representation. From this DD encoding, we also obtain: (i) an extended formulation of the multilinear polytope, (ii) a width characterization via valid antichains that uncovers a new polynomially solvable class of hypergraphs, and (iii) a certificate for the facetness of the generated cuts. We explore three different support strategies for cut generation that reuse, expand, or partition local structures into section hypergraphs. Our empirical results show that our DD-based methodologies achieve a larger gap closure at the root node with fewer cuts than existing procedures and, in turn, markedly accelerate branch-and-bound procedures.","Martin Cooper, Margarita Castro",math.OC,math.OC,math.OC,http://arxiv.org/abs/2607.28511v1,https://arxiv.org/pdf/2607.28511v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28900v1,2026-07-30,2026,Finding 59:29 in the Monster,"The classification of the maximal subgroups of the Monster group has been completed recently, and explicit generators for each such subgroup (up to conjugacy) have been made available for the software mmgroup, with the exception of the maximal subgroup 59:29, see Dietrich et al. (Adv. Math., 2025; J Algebra, 2026). We provide explicit generators for this last maximal subgroup and comment on the extensive search that led to finding them. Our method is similar to, but significantly more involved than Bray et al.'s (London Math. Soc. J. Comput. Math., 2016) approach for constructing 47:23 in the Baby Monster. Our result allows us to provide a new short proof that the Monster does not have a subgroup PSL2(59), correcting a result of Holmes and Wilson (J. London Math. Soc., 2004).","Heiko Dietrich, Melissa Lee, Anthony Pisani, Aluna Rizzoli",math.GR,math.GR,math.GR,http://arxiv.org/abs/2607.28900v1,https://arxiv.org/pdf/2607.28900v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28559v1,2026-07-30,2026,Sumsets and generalized arithmetic progressions in multiplicative subgroups,"Let $q=p^f$, and let $A\leq\mathbb{F}_q^\times$ be a multiplicative subgroup with $\mathbb{F}_p(A)=\mathbb{F}_q$. We prove that a proper subgroup $A$ is a generalized arithmetic progression (GAP) if and only if $|A| \in \{1, 2, 4\}$, and we determine when the full group $\mathbb{F}_q^\times$ is a GAP. For certain families of subgroups, we obtain the stronger conclusion that $A$ is additively irreducible. In particular, if $|A|>4$ and $p^e\equiv-1\pmod{|A|}$ for some $e\ge1$, then $A$ admits no nontrivial sumset decomposition. We also prove that every $c \neq 0$ has fewer than $|A|/2$ representations as a sum (or difference) of two elements of $A$ whenever $[\mathbb{F}_q^\times:A] \ge3$ and $|A| \ge 5$, which may be of independent interest.",Albert Cochrane,math.NT,math.NT; math.CO,math.CO;math.NT,http://arxiv.org/abs/2607.28559v1,https://arxiv.org/pdf/2607.28559v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28205v1,2026-07-30,2026,Transcendental Hilbert-Kunz Multiplicities,"We prove that ordinary Hilbert-Kunz multiplicity can be transcendental. More precisely, over every uncountable algebraically closed field of characteristic $p>2$, there exists a normal standard graded domain $S$ and an $S_+$-primary homogeneous ideal $I\subseteq S$ such that $e_{\rm HK}(IS_{S_+})$ is transcendental.","Sudipta Das, Stephen Landsittel, Vinh Anh Pham",math.AC,math.AC; math.AG,math.AC;math.AG,http://arxiv.org/abs/2607.28205v1,https://arxiv.org/pdf/2607.28205v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28472v1,2026-07-30,2026,Non-autonomous KAM theory for lower dimensional invariant tori (II): Normally parabolic case,"Dynamical systems subject to non-autonomous perturbations decaying in time arise naturally in many physical contexts, including laser-molecule interactions, epidemiological models, nonlinear oscillatory systems, and celestial mechanics. In this paper, we consider time-dependent perturbations decaying polynomially fast in time of Hamiltonian systems having a lower-dimensional isotropic normally parabolic invariant torus supporting quasiperiodic solutions. We prove the existence of invariant manifolds in the extended phase space, and determine the asymptotic behavior of the associated transverse dynamics. The above results are obtained for Hölder, smooth, and analytic Hamiltonian systems.","Donato Scarcella, Frank Trujillo",math.DS,math.DS,math.DS,http://arxiv.org/abs/2607.28472v1,https://arxiv.org/pdf/2607.28472v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28872v1,2026-07-30,2026,A generalized vertical coordinate transformation based on SPH(2) for efficient free surface flow simulations,"We propose three new particle methods that improve computational efficiency by introducing a generalized Vertical Coordinate Transformation (VCT) for free surface flow problems with complex bottom boundaries. The first method is a bottom boundary-fitted particle method (BF-SPH). The BF-SPH is simply an arrangement of the body-fitted-coordinate system in the finite difference method to the particle method. The BF-SPH can accurately impose the bottom boundary conditions, while a simple procedure is performed by transforming the complex bottom into a flat one. The second method is the bottom boundary-fitted ellipsoidal particle method (BFE-SPH), which combines the BF-SPH with the ellipsoidal particle model proposed by Shibata et al. The BFE-SPH can speed up the particle simulation by choosing a reasonable aspect ratio of ellipsoidal particles. The last method is the $σ$-SPH method, which automatically selects the aspect ratios of ellipsoidal particles concerning water depth using the $σ$-coordinate system. The $σ$-coordinate is often employed in numerical simulations of oceanographic fields, such as in the Princeton Ocean Model. However, this is the first attempt to apply the $σ$-coordinate to a particle method. Vertical resolution is required from offshore to the coastal region in oceanographic problems such as tsunamis, especially when conducting detailed analysis using a 3-D particle method. Using the $σ$-coordinate allows for a stepwise transition to a naturally efficient coordinate system by referencing water depth. In this paper, we have shown that the above three methods can be generalized as Vertical Coordinate Transformations (VCTs), and the VCTs are successfully achieved by employing SPH(2) with the second-order accuracy of the second-order derivatives, including cross derivatives.","Shujiro Fujioka, Kumpei Tsuji, Naoto Mitsume, Mitsuteru Asai",math.NA,math.NA,math.NA,http://arxiv.org/abs/2607.28872v1,https://arxiv.org/pdf/2607.28872v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28409v1,2026-07-30,2026,Galerkin method for asymmetrically-weighted Hermite approximations applied to the Vlasov-Poisson system,"We investigate a numerical method for the Vlasov-Poisson (VP) system utilizing asymmetrically-weighted (AW) Hermite bases in velocity space, which is an hyperbolic system. In particular, we concentrate on spectral methods in velocity. For the Hermite spectral form of the VP system, we analyze the resaon that the form with AW Hermite bases can be instable. To obtain L2 stability properties, we consider a Galerkin method intead of the classical Petrov-Galerkin method, which naturally ensures stability with respect to the L2 norm. We also present an equivalent form of the method that maintains a computational cost modest compared to that of the Petrov-Galerkin method. Finally, we present numerical simulations based on the proposed Hermite spectral method, showcasing its stability.",Ruiyang Dai,math.NA,math.NA,math.NA,http://arxiv.org/abs/2607.28409v1,https://arxiv.org/pdf/2607.28409v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28599v1,2026-07-30,2026,"Harmonic, radial, and shell stability of the weighted Einstein constraints on the sphere at infinity","We consider fourth-order and second-order partial differential operators localized on domains of the sphere in arbitrary dimension. These operators arise as weighted compositions of the linearized Einstein constraint operators and their adjoints, and played a key role in our resolution of the optimal localization problem in general relativity, also referred to as the gravitational shielding problem. To control the asymptotic behavior of solutions to Einstein's constraints in our companion paper (preprint arXiv:2312.17706), we introduced the notions of harmonic, radial, and shell stability. Harmonic stability controls the borderline harmonic modes, radial stability governs the radial evolution of spherical averages, and shell stability controls the coupled radial-angular evolution of solutions. In the present paper, we establish that these stability properties follow from weighted Poincaré, Korn, and Hardy inequalities. Furthermore, in arbitrary dimension, we investigate the behavior of the associated geometric constants, and conclude that the stability conditions hold for a broad class of localization functions; the theory applies to arbitrarily small localization domains, corresponding to gluing cones with arbitrarily small aperture. At the opposite extreme, our conditions also hold on the entire sphere, corresponding to the absence of localization. This completes, for gluing cones of arbitrarily small aperture in every dimension, the program initiated by A. Carlotto and R. Schoen on gravitational shielding and the construction of solutions enjoying super-harmonic decay estimates. In our proofs, we introduce Hamiltonian and momentum functionals, which we call shell functionals, and show that they enjoy monotonicity and semi-coercivity properties; their structure also suggests possible analogies with functionals arising in other curvature-related geometric problems.","Bruno Le Floch, Philippe G. LeFloch",math.AP,math.AP; gr-qc,math.AP,http://arxiv.org/abs/2607.28599v1,https://arxiv.org/pdf/2607.28599v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28614v1,2026-07-30,2026,Tampered Memory Elephant Random Walk on One-Dimensional Integer Lattice,"One of the outstanding questions in the theory of elephant random walks as observed by Gut and Stadtmüller (2023), is to determine how much memory is needed for a phase transition between the diffusive, critical and superdiffusive regimes to persist. To investigate this memory breakpoint, we introduce the tampered memory elephant random walk, in which the memory is partitioned into two disjoint sets $D_n$ and $D_n^c$, which may be deterministic or random. On $D_n^c$ the dynamics is the same as an elephant random walk, while on $D_n$ the increments are replaced by independent innovations. The resulting walk is thus driven by two competing components: elephant random walk and an independent simple random walk corresponding to the innovations. We first establish a law of large numbers when the increasing collections $\{D_n\}_{n \ge 1}$ and $\{D^c_n\}_{n \ge 1}$ have a renewal structure with exponential moments. We then identify a sharp threshold that governs the persistence of the phase transition for deterministic memory partitions. We show that if $\{D_n\}_{n \ge 1}$ is non-random increasing collection with increasing complement $\{D^c_n\}_{n \ge 1}$ such that $\lim_{n \to \infty} \frac{\lvert D^c_n\rvert}{n} >1/2$, then a phase transition into diffusive, critical and superdiffusive regimes persists, whereas for $\lim_{n \to \infty} \frac{\lvert D^c_n \rvert}{n}<1/2$, there is only the diffusive regime with $\mathcal{O}(\sqrt{n})$. The case of $\lim_{n\to \infty}\frac{\lvert D^c_n \rvert}{n}=1/2$ is also characterised. Thus, one-half emerges as the sharp breakpoint for the persistence of anomalous diffusion in this competitive setting. We conjecture that the same threshold governs the case when $\{D_n\}_{n \ge 1}$ is random. Our proofs rely on stochastic approximation applied to the two dependent competing components of the walk, representing the retained memory and the innovations.","Vinita Mulay, Neeraja Sahasrabudhe, Debleena Thacker",math.PR,math.PR,math.PR,http://arxiv.org/abs/2607.28614v1,https://arxiv.org/pdf/2607.28614v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28192v1,2026-07-30,2026,A log-log upper bound on blow-up rates for the mass-critical half-wave equation,"We study finite-time blow-up for the one-dimensional focusing mass-critical half-wave equation   \begin{equation*}   i\partial_tu=|D|u-|u|^2u.   \end{equation*}   For even initial data with negative energy and mass slightly above the ground-state mass, we prove the log-log upper bound   \begin{equation*}   \|u(t)\|_{\dot H^{1/2}}\lesssim \left(\frac{\log|\log(T-t)|}{T-t}\right)^{1/2}   \quad \text{as}\quad t\uparrow T.   \end{equation*}   This gives, for the half-wave equation, the same log-log law upper bound as in the mass-critical nonlinear Schrödinger equation.   The proof follows a similar strategy developed by Merle and Raphaël, but requires a new construction of the blow-up profile. Main difficulty arises from the nonlocal operator $|D|$ and the absence of pseudo-conformal symmetry. We construct an almost self-similar profile with exponentially small error by combining tail computations carried out to arbitrary order, depending on a dynamical parameter, with Borel integral summation in $Λ$-analytic spaces. Then, in the modulation analysis, we use a local-virial spectral property proved in the companion paper \cite{Park2026arXiv}.","Taegyu Kim, Soonsik Kwon, Jeongheon Park",math.AP,math.AP,math.AP,http://arxiv.org/abs/2607.28192v1,https://arxiv.org/pdf/2607.28192v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
2607.28555v1,2026-07-30,2026,"Sequent-style tableaux for first-order logic: structural analysis, cut admissibility, and the correspondence with LK","We give a self-contained development of the first-order block calculus in unsigned sequent-style notation: each node of the refutation tree carries a finite block $Π= Γ\cup \neg[Δ]$, negation is governed by explicit rules, and a branch closes on a complementary pair of literals. The calculus is Smullyan's, and so in substance are the theorems; what is offered here is a different arrangement of them. The structural properties are established in the order of dependence familiar from G3-style sequent calculi: closure on arbitrary formulae is admissible, weakening and the substitution of parameters are admissible with preservation of the height, every rule is height-preserving invertible, and cut is admissible, the last being derived from the first three rather than conversely. Soundness, completeness under a fair strategy, countable compactness and the countable model property follow, together with a syntactic criterion under which every fair construction terminates. The correspondence is then proved, in both directions and with cut included, with Gentzen's LK in its usual presentation with explicit weakening, which requires lemmas on parameters that set-based Gentzen systems do not need.",Simone Cuconato,math.LO,math.LO,math.LO,http://arxiv.org/abs/2607.28555v1,https://arxiv.org/pdf/2607.28555v1,True,C,0.25,弱相關（基礎數學或 AI 詞彙）,2026-09-07 04:19:48,分級關鍵字
